__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:04:57.443197;;;WHEEL_POS;6.100,0.00
VAL;2026-09-18 17:04:57.458830;;;WHEEL_POS;6.115,0.00
VAL;2026-09-18 17:04:57.489970;;;WHEEL_POS;6.146,0.00
VAL;2026-09-18 17:04:57.505595;;;WHEEL_POS;6.162,0.00
VAL;2026-09-18 17:04:57.536848;;;WHEEL_POS;6.193,0.00
VAL;2026-09-18 17:04:57.574607;;;WHEEL_POS;6.231,0.00
VAL;2026-09-18 17:04:57.605864;;;WHEEL_POS;6.262,0.00
VAL;2026-09-18 17:04:57.659553;;;WHEEL_POS;6.316,0.00
VAL;2026-09-18 17:04:57.690187;;;WHEEL_POS;6.347,0.00
VAL;2026-09-18 17:04:57.721444;;;WHEEL_POS;6.378,0.00
VAL;2026-09-18 17:04:57.737067;;;WHEEL_POS;6.393,0.00
VAL;2026-09-18 17:04:57.752692;;;WHEEL_POS;6.409,0.00
VAL;2026-09-18 17:04:57.790275;;;WHEEL_POS;6.447,0.00
VAL;2026-09-18 17:04:57.821528;;;WHEEL_POS;6.478,0.00
VAL;2026-09-18 17:04:57.844161;;;WHEEL_POS;6.501,0.00
VAL;2026-09-18 17:04:57.891775;;;WHEEL_POS;6.548,0.00
VAL;2026-09-18 17:04:57.907403;;;WHEEL_POS;6.564,0.00
VAL;2026-09-18 17:04:57.938655;;;WHEEL_POS;6.595,0.00
VAL;2026-09-18 17:04:57.974912;;;WHEEL_POS;6.631,0.00
VAL;2026-09-18 17:04:58.011845;;;WHEEL_POS;6.668,0.00
VAL;2026-09-18 17:04:58.029511;;;WHEEL_POS;6.686,0.00
VAL;2026-09-18 17:04:58.060767;;;WHEEL_POS;6.717,0.00
VAL;2026-09-18 17:04:58.090404;;;WHEEL_POS;6.747,0.00
VAL;2026-09-18 17:04:58.121660;;;WHEEL_POS;6.778,0.00
VAL;2026-09-18 17:04:58.152908;;;WHEEL_POS;6.809,0.00
VAL;2026-09-18 17:04:58.190675;;;WHEEL_POS;6.847,0.00
VAL;2026-09-18 17:04:58.221926;;;WHEEL_POS;6.878,0.00
VAL;2026-09-18 17:04:58.245883;;;WHEEL_POS;6.902,0.00
VAL;2026-09-18 17:04:58.275063;;;WHEEL_POS;6.931,0.00
VAL;2026-09-18 17:04:58.290692;;;WHEEL_POS;6.947,0.00
VAL;2026-09-18 17:04:58.321944;;;WHEEL_POS;6.978,0.00
VAL;2026-09-18 17:04:58.337571;;;WHEEL_POS;6.994,0.00
VAL;2026-09-18 17:04:58.368821;;;WHEEL_POS;7.025,0.00
VAL;2026-09-18 17:04:58.406584;;;WHEEL_POS;7.063,0.00
VAL;2026-09-18 17:04:58.422205;;;WHEEL_POS;7.079,0.00
VAL;2026-09-18 17:04:58.446332;;;WHEEL_POS;7.103,0.00
VAL;2026-09-18 17:04:58.491103;;;WHEEL_POS;7.148,0.00
VAL;2026-09-18 17:04:58.506729;;;WHEEL_POS;7.163,0.00
VAL;2026-09-18 17:04:58.537984;;;WHEEL_POS;7.194,0.00
VAL;2026-09-18 17:04:58.569234;;;WHEEL_POS;7.226,0.00
VAL;2026-09-18 17:04:58.591368;;;WHEEL_POS;7.248,0.00
VAL;2026-09-18 17:04:58.622620;;;WHEEL_POS;7.279,0.00
VAL;2026-09-18 17:04:58.647000;;;WHEEL_POS;7.303,0.00
VAL;2026-09-18 17:04:58.686655;;;WHEEL_POS;7.343,0.00
VAL;2026-09-18 17:04:58.717917;;;WHEEL_POS;7.374,0.00
VAL;2026-09-18 17:04:58.749166;;;WHEEL_POS;7.406,0.00
VAL;2026-09-18 17:04:58.770196;;;WHEEL_POS;7.427,0.00
VAL;2026-09-18 17:04:58.791366;;;WHEEL_POS;7.448,0.00
VAL;2026-09-18 17:04:58.822618;;;WHEEL_POS;7.479,0.00
